Prescription Drug Name,Drug Tier,Coverage Requirements and Limits,Insurer
CLINIMIX E/DEXTROSE (5/25) SOLN 5 % [amino acid electrolyte w/ calcium infusion in d25w],2,MB,kaiser
CLINIMIX/DEXTROSE (2.75/5) SOLN 2.75 % [amino acid infusion in d5w],2,MB,kaiser
CLINIMIX/DEXTROSE (4.25/10) SOLN 4.25 % [amino acid infusion in d10w],2,MB,kaiser
CLINIMIX/DEXTROSE (4.25/20) SOLN 4.25 % [amino acid infusion in d20w],2,MB,kaiser
CLINIMIX/DEXTROSE (4.25/25) SOLN 4.25 % [amino,2,MB,kaiser
CLINIMIX/DEXTROSE (4.25/5) SOLN 4.25 % [amino acid infusion in d5w],2,MB,kaiser
CLINIMIX/DEXTROSE (5/15) SOLN 5 % [amino acid infusion in d15w],2,MB,kaiser
CLINIMIX/DEXTROSE (5/20) SOLN 5 % [amino acid infusion in d20w],2,MB,kaiser
CLINIMIX/DEXTROSE (5/25) SOLN 5 % [amino acid infusion in d25w],2,MB,kaiser
[Amino Acid Infusion] CLINISOL SF SOLN 15 %,2,MB,kaiser
DEXTROSE SOLN 10 % [dextrose],1,MB,kaiser
DEXTROSE SOLN 20 % [dextrose],2,MB,kaiser
DEXTROSE SOLN 40 % [dextrose],2,MB,kaiser
DEXTROSE SOLN 5 % [dextrose],1,MB,kaiser
DEXTROSE SOLN 50 % [dextrose],1,MB,kaiser
DEXTROSE SOLN 70 % [dextrose],1,MB,kaiser
INTRALIPID EMUL 20 % [fat emulsion plant based],2,MB,kaiser
INTRALIPID EMUL 30 % [fat emulsion plant based],2,MB,kaiser
PHENEX-1 POWD  [nutritional supplements],2,,kaiser
PHLEXY-10 PACK  [nutritional supplements],2,,kaiser
PROCALAMINE SOLN 3 % [amino acid electrolyte infusion],2,MB,kaiser
PROSOL SOLN 20 % [amino acid infusion],2,MB,kaiser
TRAVASOL SOLN 10 % [amino acid infusion],2,MB,kaiser
TROPHAMINE SOLN 10 % [amino acid infusion],2,MB,kaiser
TROPHAMINE SOLN 6 % [amino acid infusion],2,MB,kaiser
amiloride-hydrochlorothiazide tabs 5-50 mg,1,,kaiser
bumetanide soln 0.25 mg/ml,1,MB,kaiser
bumetanide tabs 0.5 mg,1,,kaiser
bumetanide tabs 1 mg,1,,kaiser
bumetanide tabs 2 mg,1,,kaiser
chlorthalidone tabs 25 mg,1,,kaiser
chlorthalidone tabs 50 mg,1,,kaiser
DYRENIUM CAPS 100 MG [triamterene],2,,kaiser
DYRENIUM CAPS 50 MG [triamterene],2,,kaiser
EDECRIN TABS 25 MG [ethacrynic acid],2,,kaiser
ethacrynic acid tabs 25 mg,1,,kaiser
furosemide soln 10 mg/ml,1,MB,kaiser
furosemide soln 10 mg/ml,1,,kaiser
furosemide soln 8 mg/ml,2,,kaiser
FUROSEMIDE TABS 20 MG [furosemide],1,,kaiser
FUROSEMIDE TABS 40 MG [furosemide],1,,kaiser
furosemide tabs 80 mg,1,,kaiser
hydrochlorothiazide tabs 12.5 mg,1,,kaiser
hydrochlorothiazide tabs 25 mg,1,,kaiser
hydrochlorothiazide tabs 50 mg,1,,kaiser
indapamide tabs 1.25 mg,1,,kaiser
indapamide tabs 2.5 mg,1,,kaiser
MANNITOL SOLN 25 % [mannitol],1,MB,kaiser
metolazone tabs 10 mg,1,,kaiser
metolazone tabs 2.5 mg,1,,kaiser
metolazone tabs 5 mg,1,,kaiser
OSMITROL SOLN 20 % [mannitol],1,MB,kaiser
SODIUM EDECRIN SOLR 50 MG [ethacrynate sodium],2,MB,kaiser
torsemide tabs 10 mg,1,,kaiser
torsemide tabs 100 mg,1,,kaiser
torsemide tabs 20 mg,1,,kaiser
torsemide tabs 5 mg,1,,kaiser
triamterene-hctz caps 37.5-25 mg,1,,kaiser
TRIAMTERENE-HCTZ TABS 37.5-25 MG [triamterene & hydrochlorothiazide],1,,kaiser
TRIAMTERENE-HCTZ TABS 75-50 MG [triamterene & hydrochlorothiazide],1,,kaiser
[Sodium Polystyrene Sulfonate] KIONEX SUSP 15 GM/60ML,1,,kaiser
RENVELA PACK 2.4 GM [sevelamer carbonate],2,,kaiser
RENVELA TABS 800 MG [sevelamer carbonate],2,,kaiser
sevelamer carbonate pack 2.4 gm,1,,kaiser
sevelamer carbonate tabs 800 mg,1,,kaiser
sodium polystyrene sulfonate powd,1,,kaiser
sodium polystyrene sulfonate susp 15 gm/60ml,1,,kaiser
sodium polystyrene sulfonate susp 30 gm/120ml,1,,kaiser
[Sodium Polystyrene Sulfonate] SPS SUSP 15 GM/60ML,1,,kaiser
[Sodium Polystyrene Sulfonate] SPS SUSP 15 GM/60ML,2,,kaiser
ACETIC ACID SOLN 0.25 % [acetic acid],1,MB,kaiser
DIANEAL LOW CALCIUM/4.25% DEX SOLN 483 MOSM/L [peritoneal dialysis solutions],2,MB,kaiser
DIANEAL PD-2/1.5% DEXTROSE SOLN 346 MOSM/L [peritoneal dialysis solutions],2,MB,kaiser
DIANEAL PD-2/2.5% DEXTROSE SOLN 396 MOSM/L [peritoneal dialysis solutions],2,MB,kaiser
DIANEAL PD-2/4.25% DEXTROSE SOLN 485 MOSM/L [peritoneal dialysis solutions],2,MB,kaiser
LACTATED RINGERS SOLN  [lactated ringer's (irrigation)],2,MB,kaiser
RINGERS IRRIGATION SOLN  [ringer's irrigation],1,MB,kaiser
SODIUM CHLORIDE SOLN 0.9 % [sodium chloride (gu irrigant)],1,MB,kaiser
"STERILE WATER FOR IRRIGATION SOLN  [water for irrigation, sterile]",1,MB,kaiser
ULTRABAG/DIANEAL/1.5% DEXTROSE SOLN 344 MOSM/L [peritoneal dialysis solutions],2,MB,kaiser
ULTRABAG/DIANEAL/2.5% DEXTROSE SOLN 395 MOSM/L [peritoneal dialysis solutions],2,MB,kaiser
calcium acetate (phos binder) caps 667 mg,1,,kaiser
CALCIUM CHLORIDE SOLN 10 % [calcium chloride (dihydrate)],1,MB,kaiser
CALCIUM GLUCONATE SOLN 10 % [calcium gluconate],1,MB,kaiser
CHROMIC CHLORIDE SOLN 40 MCG/10ML [chromic chloride],2,MB,kaiser
CUPRIC CHLORIDE SOLN 0.4 MG/ML [cupric chloride],2,MB,kaiser
DEXTROSE 5%/ELECTROLYTE #48 SOLN [electrolyte-48 in dextrose],2,MB,kaiser
DEXTROSE IN LACTATED RINGERS SOLN 5 % [dextrose in lactated ringers],1,MB,kaiser
dextrose in ringers soln 5 %,1,MB,kaiser
DEXTROSE-NACL SOLN 10-0.45 % [dextrose w/ sodium chloride],2,MB,kaiser
DEXTROSE-NACL SOLN 2.5-0.45 % [dextrose w/ sodium chloride],1,MB,kaiser
DEXTROSE-NACL SOLN 5-0.2 % [dextrose w/ sodium chloride],1,MB,kaiser
DEXTROSE-NACL SOLN 5-0.225 % [dextrose w/ sodium chloride],2,MB,kaiser
DEXTROSE-NACL SOLN 5-0.33 % [dextrose w/ sodium chloride],1,MB,kaiser
DEXTROSE-NACL SOLN 5-0.45 % [dextrose w/ sodium chloride],1,MB,kaiser
DEXTROSE-NACL SOLN 5-0.9 % [dextrose w/ sodium chloride],1,MB,kaiser
EFFER-K TBEF 25 MEQ [potassium bicarbonate],1,,kaiser
[Calcium Acetate (phosphate Binder)] ELIPHOS TABS 667 MG,2,,kaiser
HETASTARCH-NACL SOLN 6-0.9 % [hetastarch in sodium chloride],1,MB,kaiser
HEXTEND SOLN 6 % [hetastarch in lactated electrolyte],2,MB,kaiser
HYPERLYTE-CR CONC  [parenteral electrolytes],2,MB,kaiser
K-EFFERVESCENT TBEF 25 MEQ [potassium bicarbonate],1,,kaiser
K-PHOS TABS 500 MG [potassium phosphate monobasic],2,,kaiser
K-TAB TBCR 10 MEQ [potassium chloride],2,,kaiser
KCL IN DEXTROSE-NACL SOLN 10-5-0.45 MEQ/L-%- % [potassium chloride in dextrose & sodium chloride],1,MB,kaiser
KCL IN DEXTROSE-NACL SOLN 20-5-0.2 MEQ/L-%-% [potassium chloride in dextrose & sodium chloride],1,MB,kaiser
KCL IN DEXTROSE-NACL SOLN 20-5-0.45 MEQ/L-%- % [potassium chloride in dextrose & sodium chloride],1,MB,kaiser
KCL IN DEXTROSE-NACL SOLN 20-5-0.9 MEQ/L-%-% [potassium chloride in dextrose & sodium chloride],1,MB,kaiser
KCL IN DEXTROSE-NACL SOLN 30-5-0.45 MEQ/L-%- % [potassium chloride in dextrose & sodium chloride],1,MB,kaiser
KCL IN DEXTROSE-NACL SOLN 40-5-0.45 MEQ/L-%- % [potassium chloride in dextrose & sodium chloride],1,MB,kaiser
KCL IN DEXTROSE-NACL SOLN 40-5-0.9 MEQ/L-%-% [potassium chloride in dextrose & sodium chloride],2,MB,kaiser
KCL-LACTATED RINGERS-D5W SOLN 20 MEQ/L [potassium chloride in d5w lactated ringers],2,MB,kaiser
KLOR-CON TBCR 8 MEQ [potassium chloride],1,,kaiser
LACTATED RINGERS SOLN  [lactated ringer's],2,MB,kaiser
LMD IN D5W SOLN 10-5 % [dextran 40 in d5w],2,MB,kaiser
LMD IN NACL SOLN 10-0.9 % [dextran 40 in saline],2,MB,kaiser
M.T.E.-5 CONCENTRATE INJ CONC     [trace minerals (cr-cu-mn-se-zn)],2,MB,kaiser
MAGNESIUM SULFATE IN D5W SOLN 1-5 GM/100ML- % [magnesium sulfate in dextrose],2,MB,kaiser
MANGANESE CHLORIDE SOLN 0.1 MG/ML [manganese chloride],2,MB,kaiser
MULTITRACE-4 CONCENTRATE SOLN 0.01-1-0.5-5 MG/ML [trace minerals (cr-cu-mn-zn)],1,MB,kaiser
NORMAL SALINE FLUSH SOLN 0.9 % [sodium chloride flush],1,MB,kaiser
PHOSLYRA SOLN 667 MG/5ML [calcium acetate (phosphate binder)],2,,kaiser
PLASMA-LYTE A SOLN  [electrolyte-a],2,MB,kaiser
POTASSIUM ACETATE SOLN 2 MEQ/ML [potassium,1,MB,kaiser
potassium chloride 0.075%/d5w/nacl 0.225% inj .075/.2%,1,MB,kaiser
potassium chloride crys er tbcr 10 meq,1,,kaiser
potassium chloride crys er tbcr 20 meq,1,,kaiser
potassium chloride er cpcr 10 meq,1,,kaiser
potassium chloride er cpcr 8 meq,1,,kaiser
POTASSIUM CHLORIDE IN DEXTROSE SOLN 20-5 MEQ/L-% [potassium chloride in dextrose],1,MB,kaiser
POTASSIUM CHLORIDE IN DEXTROSE SOLN 40-5 MEQ/L-% [potassium chloride in dextrose],1,MB,kaiser
POTASSIUM CHLORIDE IN NACL SOLN 20-0.45 MEQ/L-% [potassium chloride in nacl],1,MB,kaiser
POTASSIUM CHLORIDE IN NACL SOLN 20-0.9 MEQ/L-% [potassium chloride in nacl],1,MB,kaiser
POTASSIUM CHLORIDE IN NACL SOLN 40-0.9 MEQ/L-% [potassium chloride in nacl],1,MB,kaiser
POTASSIUM CHLORIDE PACK 20 MEQ [potassium chloride],1,,kaiser
POTASSIUM CHLORIDE SOLN 10 MEQ/100ML [potassium chloride],1,MB,kaiser
POTASSIUM CHLORIDE SOLN 10 MEQ/50ML [potassium chloride],2,MB,kaiser
potassium chloride soln 2 meq/ml,1,MB,kaiser
POTASSIUM CHLORIDE SOLN 20 MEQ/100ML [potassium chloride],1,MB,kaiser
POTASSIUM CHLORIDE SOLN 20 MEQ/15ML (10%) [potassium chloride],1,,kaiser
POTASSIUM CHLORIDE SOLN 20 MEQ/50ML [potassium chloride],2,MB,kaiser
POTASSIUM CHLORIDE SOLN 40 MEQ/100ML [potassium chloride],2,MB,kaiser
POTASSIUM CHLORIDE SOLN 40 MEQ/15ML (20%) [potassium chloride],1,,kaiser
potassium phosphate inj 3mm/ml,1,MB,kaiser
POTASSIUM PHOSPHATES SOLN 45 MMOLE/15ML [potassium phosphates],1,MB,kaiser
RINGERS SOLN  [ringer's],1,MB,kaiser
SELENIUM SOLN 40 MCG/ML [selenious acid],2,MB,kaiser
SODIUM CHLORIDE (PF) SOLN 0.9 % [sodium chloride],1,MB,kaiser
SODIUM CHLORIDE BACTERIOSTATIC SOLN 0.9 % [bacteriostatic sodium chloride],1,MB,kaiser
SODIUM CHLORIDE SOLN 0.45 % [sodium chloride],1,MB,kaiser
SODIUM CHLORIDE SOLN 0.9 % [sodium chloride],1,MB,kaiser
SODIUM CHLORIDE SOLN 3 % [sodium chloride],1,MB,kaiser
SODIUM CHLORIDE SOLN 4 MEQ/ML [sodium chloride],1,MB,kaiser
SODIUM CHLORIDE SOLN 5 % [sodium chloride],1,MB,kaiser
SODIUM PHOSPHATES SOLN 45 MMOLE/15ML [sodium phosphates (sodium phosphate dibasic & monobasic)],1,MB,kaiser
TRACE ELEMENTS 4/PEDIATRIC SOLN 1-100-30-500 MCG/ML [trace minerals (cr-cu-mn-zn)],2,MB,kaiser
ZINC CHLORIDE SOLN 1 MG/ML [zinc chloride],2,MB,kaiser
ZINC SULFATE SOLN 1 MG/ML [zinc sulfate],2,MB,kaiser
colchicine-probenecid tabs 0.5-500 mg,1,,kaiser
probenecid tabs 500 mg,1,,kaiser
ALDURAZYME SOLN 2.9 MG/5ML [laronidase],4,MB,kaiser
ARALAST NP SOLR 1000 MG [alpha1-proteinase inhibitor (human)],4,"QL - 30 day(s),MB",kaiser
CEREZYME SOLR 400 UNIT [imiglucerase],4,MB,kaiser
ELAPRASE SOLN 6 MG/3ML [idursulfase],4,"QL - 30 day(s),MB",kaiser
ELITEK SOLR 1.5 MG [rasburicase],4,MB,kaiser
ELITEK SOLR 7.5 MG [rasburicase],4,MB,kaiser
FABRAZYME SOLR 35 MG [agalsidase beta],4,"QL - 30 day(s),MB",kaiser
FABRAZYME SOLR 5 MG [agalsidase beta],4,"QL - 30 day(s),MB",kaiser
HYLENEX SOLN 150 UNIT/ML [hyaluronidase human],2,MB,kaiser
LUMIZYME SOLR 50 MG [alglucosidase alfa],4,"QL - 30 day(s),MB",kaiser
NAGLAZYME SOLN 1 MG/ML [galsulfase],4,"QL - 30 day(s),MB",kaiser
PROLASTIN-C SOLR 1000 MG [alpha1-proteinase inhibitor (human)],2,"QL - 30 day(s),MB",kaiser
PULMOZYME SOLN 1 MG/ML [dornase alfa],4,QL - 30 day(s),kaiser
STRENSIQ SOLN 18 MG/0.45ML [asfotase alfa],4,QL - 30 day(s),kaiser
STRENSIQ SOLN 28 MG/0.7ML [asfotase alfa],4,QL - 30 day(s),kaiser
STRENSIQ SOLN 40 MG/ML [asfotase alfa],4,QL - 30 day(s),kaiser
STRENSIQ SOLN 80 MG/0.8ML [asfotase alfa],4,QL - 30 day(s),kaiser
VIMIZIM SOLN 5 MG/5ML [elosulfase alfa],4,"QL - 30 day(s),MB",kaiser
VORAXAZE SOLR 1000 UNIT [glucarpidase],4,"QL - 30 day(s),MB",kaiser
VPRIV SOLR 400 UNIT [velaglucerase alfa],4,MB,kaiser
bacitracin oint 500 unit/gm,2,,kaiser
bacitracin-polymyxin b oint 500-10000 unit/gm,1,,kaiser
chlorhexidine gluconate soln 0.12 %,1,,kaiser
ciprofloxacin hcl soln 0.3 %,1,,kaiser
erythromycin oint 5 mg/gm,1,,kaiser
gatifloxacin soln 0.5 %,1,,kaiser
[Gentamicin Sulfate (ophth)] GENTAK OINT 0.3 %,1,,kaiser
gentamicin sulfate soln 0.3 %,1,,kaiser
MITOSOL KIT 0.2 MG [mitomycin (ophthalmic)],2,,kaiser
moxifloxacin hcl soln 0.5 %,1,,kaiser
NATACYN SUSP 5 % [natamycin],2,,kaiser
neomycin-bacitracin zn-polymyx oint 5-400-10000,1,,kaiser
neomycin-polymyxin-gramicidin soln 1.75-10000- .025,1,,kaiser
[Neomycin-polymyxin-gramicidin] NEOSPORIN SOLN 1.75-10000-.025,1,,kaiser
ofloxacin soln 0.3 %,1,,kaiser
polymyxin b-trimethoprim soln 10000-0.1 unit/ml-%,1,,kaiser
sulfacetamide sodium soln 10 %,1,,kaiser
tobramycin soln 0.3 %,1,,kaiser
TOBREX OINT 0.3 % [tobramycin (ophth)],2,,kaiser
trifluridine soln 1 %,1,,kaiser
ZYMAXID SOLN 0.5 % [gatifloxacin (ophth)],2,,kaiser
[Sulfacetamide Sod-prednisolone] BLEPHAMIDE S.O.P. OINT 10-0.2 %,2,,kaiser
BLEPHAMIDE SUSP 10-0.2 % [sulfacetamide sod- prednisolone],2,,kaiser
CIPRODEX SUSP 0.3-0.1 % [ciprofloxacin- dexamethasone],2,,kaiser
COLY-MYCIN S SUSP 3.3-3-10-0.5 MG/ML [neomycin- colistin-hc-thonzonium],2,,kaiser
dexamethasone sodium phosphate soln 0.1 %,1,,kaiser
diclofenac sodium soln 0.1 %,1,,kaiser
flunisolide soln 25 mcg/act (0.025%),1,,kaiser
fluorometholone susp 0.1 %,1,,kaiser
flurbiprofen sodium soln 0.03 %,1,,kaiser
fluticasone propionate susp 50 mcg/act,1,,kaiser
FML FORTE SUSP 0.25 % [fluorometholone (ophth)],2,,kaiser
FML OINT 0.1 % [fluorometholone (ophth)],2,,kaiser
ketorolac tromethamine soln 0.4 %,1,,kaiser
ketorolac tromethamine soln 0.5 %,1,,kaiser
neomycin-polymyxin-dexameth oint 3.5-10000-0.1,1,,kaiser
neomycin-polymyxin-dexameth susp 3.5-10000-0.1,1,,kaiser
neomycin-polymyxin-hc soln 1 %,1,,kaiser
neomycin-polymyxin-hc susp 3.5-10000-1,1,,kaiser
OZURDEX IMPL 0.7 MG [dexamethasone (ophth)],4,MB,kaiser
PRED MILD SUSP 0.12 % [prednisolone acetate,2,,kaiser
prednisolone acetate susp 1 %,1,,kaiser
prednisolone sodium phosphate soln 1 %,2,,kaiser
RESTASIS EMUL 0.05 % [cyclosporine (ophth)],2,,kaiser
RESTASIS MULTIDOSE EMUL 0.05 % [cyclosporine (ophth)],2,,kaiser
RETISERT IMPL 0.59 MG [fluocinolone acetonide (ophth)],2,MB,kaiser
sulfacetamide-prednisolone soln 10-0.23 %,1,,kaiser
TOBRADEX OINT 0.3-0.1 % [tobramycin- dexamethasone],2,,kaiser
ALOCRIL SOLN 2 % [nedocromil sodium (ophth)],2,,kaiser
azelastine hcl soln 0.1 %,1,,kaiser
cromolyn sodium soln 4 %,1,,kaiser
olopatadine hcl soln 0.1 %,1,,kaiser
acetazolamide er cp12 500 mg,1,,kaiser
acetazolamide sodium solr 500 mg,1,MB,kaiser
acetazolamide tabs 125 mg,1,,kaiser
acetazolamide tabs 250 mg,1,,kaiser
betaxolol hcl soln 0.5 %,1,,kaiser
brimonidine tartrate soln 0.2 %,1,,kaiser
dorzolamide hcl soln 2 %,1,,kaiser
dorzolamide hcl-timolol mal soln 22.3-6.8 mg/ml,1,,kaiser
latanoprost soln 0.005 %,1,,kaiser
levobunolol hcl soln 0.5 %,1,,kaiser
LUMIGAN SOLN 0.01 % [bimatoprost],2,,kaiser
methazolamide tabs 25 mg,1,,kaiser
methazolamide tabs 50 mg,1,,kaiser
MIOCHOL-E SOLR 20 MG [acetylcholine chloride],2,MB,kaiser
MIOSTAT SOLN 0.01 % [carbachol (ophth)],2,MB,kaiser
PHOSPHOLINE IODIDE SOLR 0.125 % [echothiophate iodide],2,,kaiser
pilocarpine hcl soln 1 %,1,,kaiser
pilocarpine hcl soln 2 %,1,,kaiser
pilocarpine hcl soln 4 %,1,,kaiser
timolol maleate soln 0.25 %,1,,kaiser
timolol maleate soln 0.5 %,1,,kaiser
ACETIC ACID SOLN 2 % [acetic acid (otic)],1,,kaiser
acetic acid-aluminum acetate soln 2 %,1,,kaiser
apraclonidine hcl soln 0.5 %,1,,kaiser
BEOVU SOLN 6 MG/0.05ML [brolucizumab-dbll],2,QL - 30 day(s),kaiser
BSS PLUS SOLN  [ophthalmic irrigation solution - intraocular],2,MB,kaiser
BSS SOLN  [ophthalmic irrigation solution - intraocular],2,MB,kaiser
EYLEA SOLN 2 MG/0.05ML [aflibercept],2,MB,kaiser
EYLEA SOSY 2 MG/0.05ML [aflibercept],2,,kaiser
HEALON5 INJ 23MG/ML  [sodium hyaluronate],2,MB,kaiser
IOPIDINE SOLN 1 % [apraclonidine hcl],2,,kaiser
JETREA SOLN 0.5 MG/0.2ML [ocriplasmin],2,MB,kaiser
LACRISERT INST 5 MG [artificial tear insert],2,,kaiser
LUCENTIS SOLN 0.3 MG/0.05ML [ranibizumab],4,"QL - 30 day(s),MB",kaiser
LUCENTIS SOLN 0.5 MG/0.05ML [ranibizumab],4,"QL - 30 day(s),LD,MB",kaiser
LUCENTIS SOSY 0.3 MG/0.05ML [ranibizumab],4,"QL - 30 day(s),MB",kaiser
LUCENTIS SOSY 0.5 MG/0.05ML [ranibizumab],4,"QL - 30 day(s),MB",kaiser
MACUGEN SOLN 0.3 MG [pegaptanib sodium],2,MB,kaiser
PHOTREXA-PHOTREXA VISCOUS KIT SOSY 0.146 &0.146-20 % [riboflavin5-phos sod & riboflavin 5- phosphate sodium-dextran],2,,kaiser
VISUDYNE SOLR 15 MG [verteporfin],2,MB,kaiser
AKTEN GEL 3.5 % [lidocaine hcl (ophth)],2,,kaiser
[Proparacaine Hcl] ALCAINE SOLN 0.5 %,2,,kaiser
C-TOPICAL SOLN 4 % [cocaine hcl],2,,kaiser
lidocaine viscous hcl soln 2 %,1,,kaiser
proparacaine hcl soln 0.5 %,1,,kaiser
TETRACAINE HCL SOLN 0.5 % [tetracaine hcl (ophth)],1,,kaiser
TETRAVISC SOLN 0.5 % [tetracaine hcl (ophth)],2,,kaiser
ATROPINE SULFATE OINT 1 % [atropine sulfate (ophthalmic)],2,,kaiser
ATROPINE SULFATE SOLN 1 % [atropine sulfate (ophthalmic)],1,,kaiser
[Cyclopentolate Hcl] CYCLOGYL SOLN 0.5 %,2,,kaiser
[Cyclopentolate W/ Phenylephrine] CYCLOMYDRIL SOLN 0.2-1 %,2,,kaiser
cyclopentolate hcl soln 1 %,1,,kaiser
cyclopentolate hcl soln 2 %,1,,kaiser
HOMATROPINE HBR SOLN 5 % [homatropine hbr],1,,kaiser
tropicamide soln 0.5 %,1,,kaiser
tropicamide soln 1 %,1,,kaiser
naphazoline hcl soln 0.1 %,2,,kaiser
PHENYLEPHRINE HCL SOLN 10 % [phenylephrine hcl (mydriatic)],1,,kaiser
PHENYLEPHRINE HCL SOLN 2.5 % [phenylephrine hcl (mydriatic)],1,,kaiser
GELUSIL CHEW 200-200-25 MG [alum & mag hydrox- simethicone],2,,kaiser
balsalazide disodium caps 750 mg,1,,kaiser
CANASA SUPP 1000 MG [mesalamine],2,,kaiser
LIALDA TBEC 1.2 GM [mesalamine],2,,kaiser
mesalamine enem 4 gm,1,,kaiser
mesalamine tbec 1.2 gm,1,,kaiser
PENTASA CPCR 250 MG [mesalamine],2,,kaiser
PENTASA CPCR 500 MG [mesalamine],2,,kaiser
diphenoxylate-atropine liqd 2.5-0.025 mg/5ml,2,,kaiser
diphenoxylate-atropine tabs 2.5-0.025 mg,1,,kaiser
PAREGORIC TINC 2 MG/5ML [paregoric],2,,kaiser
PEPTIC RELIEF CHEW 262 MG [bismuth subsalicylate],1,,kaiser
AKYNZEO CAPS 300-0.5 MG [netupitant- palonosetron],2,QL - 30 day(s),kaiser
DRONABINOL CAPS 10 MG [dronabinol],1,,kaiser
DRONABINOL CAPS 2.5 MG [dronabinol],1,,kaiser
DRONABINOL CAPS 5 MG [dronabinol],1,,kaiser
EMEND CAPS 125 MG [aprepitant],2,QL - 30 day(s),kaiser
EMEND CAPS 40 MG [aprepitant],2,QL - 30 day(s),kaiser
EMEND CAPS 80 MG [aprepitant],2,QL - 30 day(s),kaiser
EMEND TRI-PACK CAPS 80 & 125 MG [aprepitant],2,QL - 30 day(s),kaiser
fosaprepitant dimeglumine solr 150 mg,1,MB,kaiser
meclizine hcl tabs 25 mg,1,,kaiser
ondansetron hcl soln 4 mg/2ml,1,,kaiser
ondansetron hcl soln 4 mg/5ml,1,,kaiser
ondansetron hcl soln 40 mg/20ml,1,MB,kaiser
ondansetron hcl tabs 4 mg,1,,kaiser
ondansetron hcl tabs 8 mg,1,,kaiser
ondansetron tbdp 4 mg,1,,kaiser
ondansetron tbdp 8 mg,1,,kaiser
scopolamine pt72 1 mg/3days,1,,kaiser
TRANSDERM-SCOP (1.5 MG) PT72 1 MG/3DAYS [scopolamine],2,,kaiser
CARAFATE SUSP 1 GM/10ML [sucralfate],2,,kaiser
cimetidine hcl soln 300 mg/5ml,1,,kaiser
famotidine premixed soln 20-0.9 mg/50ml-%,2,MB,kaiser
famotidine soln 20 mg/2ml,1,MB,kaiser
famotidine soln 40 mg/4ml,1,MB,kaiser
famotidine susr 40 mg/5ml,1,,kaiser
famotidine tabs 20 mg,1,,kaiser
famotidine tabs 40 mg,1,,kaiser
misoprostol tabs 100 mcg,1,,kaiser
misoprostol tabs 200 mcg,1,,kaiser
omeprazole cpdr 10 mg,1,,kaiser
omeprazole cpdr 20 mg,1,,kaiser
omeprazole cpdr 40 mg,1,,kaiser
pantoprazole sodium tbec 20 mg,1,,kaiser
pantoprazole sodium tbec 40 mg,1,,kaiser
PROTONIX SOLR 40 MG [pantoprazole sodium],2,MB,kaiser
ranitidine hcl soln 150 mg/6ml,1,MB,kaiser
ranitidine hcl soln 50 mg/2ml,1,MB,kaiser
ranitidine hcl syrp 150 mg/10ml,1,,kaiser
ranitidine hcl tabs 150 mg,1,,kaiser
ranitidine hcl tabs 300 mg,1,,kaiser
sucralfate tabs 1 gm,1,,kaiser
AMITIZA CAPS 24 MCG [lubiprostone],2,,kaiser
AMITIZA CAPS 8 MCG [lubiprostone],2,,kaiser
CASCARA SAGRADA EXTR 1 GM/ML [cascara sagrada],2,,kaiser
[Peg 3350-kcl-sod Bicarb-sod Chloride-sod Sulfate] GAVILYTE-G SOLR 236 GM,1,,kaiser
GOLYTELY SOLR 236 GM [peg 3350-kcl-sod bicarb- sod chloride-sod sulfate],1,,kaiser
peg 3350/electrolytes solr 240 gm,1,PREV,kaiser
SORBITOL SOLN 70 % [sorbitol (laxative)],2,,kaiser
URSO FORTE TABS 500 MG [ursodiol],2,,kaiser
ursodiol tabs 250 mg,1,,kaiser
CREON CPEP 12000 UNIT [pancrelipase (lipase- protease-amylase)],2,,kaiser
CREON CPEP 24000-76000 UNIT [pancrelipase (lipase-protease-amylase)],2,,kaiser
CREON CPEP 3000-9500 UNIT [pancrelipase (lipase- protease-amylase)],2,,kaiser
CREON CPEP 36000 UNIT [pancrelipase (lipase- protease-amylase)],2,,kaiser
CREON CPEP 6000 UNIT [pancrelipase (lipase- protease-amylase)],2,,kaiser
ZENPEP CPEP 10000-32000 UNIT [pancrelipase (lipase-protease-amylase)],2,,kaiser
ZENPEP CPEP 15000-47000 UNIT [pancrelipase (lipase-protease-amylase)],2,,kaiser
ZENPEP CPEP 20000-63000 UNIT [pancrelipase (lipase-protease-amylase)],2,,kaiser
ZENPEP CPEP 25000-79000 UNIT [pancrelipase (lipase-protease-amylase)],2,,kaiser
ZENPEP CPEP 3000-14000 UNIT [pancrelipase (lipase-protease-amylase)],2,,kaiser
ZENPEP CPEP 40000-126000 UNIT [pancrelipase (lipase-protease-amylase)],2,,kaiser
ZENPEP CPEP 5000-24000 UNIT [pancrelipase (lipase-protease-amylase)],2,,kaiser
metoclopramide hcl soln 5 mg/5ml,1,,kaiser
metoclopramide hcl soln 5 mg/ml,1,MB,kaiser
metoclopramide hcl tabs 10 mg,1,,kaiser
metoclopramide hcl tabs 5 mg,1,,kaiser
RIDAURA CAPS 3 MG [auranofin],2,,kaiser
BAL IN OIL SOLN 100 MG/ML [dimercaprol],2,MB,kaiser
CHEMET CAPS 100 MG [succimer],4,,kaiser
deferasirox tabs 360 mg,1,QL - 30 day(s),kaiser
deferasirox tabs 90 mg,1,QL - 30 day(s),kaiser
deferoxamine mesylate solr 2 gm,1,MB,kaiser
deferoxamine mesylate solr 500 mg,1,MB,kaiser
